,Unique ID,Date Taken (America/New_York),Time Taken (America/New_York),Time Spent,Q1 - Which Title Best Fits your Current Role?,Q2 - Did you switch careers into Data?,Q3 - Average Salary (in USD),Q4 - What Industry do you work in?,Q5 - Favorite Programming Language,Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Q10 - Current Age,Q11 - Which Country do you live in?,Q12 - Highest Level of Education,Q13 - Ethnicity
231,62a37f8db4da29969c6367bf,6/10/2022,13:29,0:02:32,Data Analyst,Yes,75.5,Others,Python,7.0,8.0,10.0,8.0,7.0,5.0,Neither easy nor difficult,Remote Work,Male,31,Others,Bachelors,White or Caucasian
232,62a37ff3bae91e4b8b836ed0,6/10/2022,13:31,0:01:21,Student/Looking/None,Yes,20.0,Tech,Python,0.0,4.0,0.0,0.0,4.0,5.0,Neither easy nor difficult,Better Salary,Male,27,United States,Masters,Asian or Asian American
233,62a38023575fa3a5ae89339e,6/10/2022,13:32,0:01:32,Student/Looking/None,No,20.0,Others,Python,1.0,1.0,2.0,1.0,1.0,1.0,Difficult,Better Salary,Female,25,United States,Bachelors,Asian or Asian American
234,62a38153cec54911e9cad855,6/10/2022,13:37,0:24:18,Data Analyst,Yes,20.0,Healthcare,Python,4.0,10.0,10.0,8.0,8.0,10.0,Easy,Good Work/Life Balance,Male,30,Others,Masters,Hispanic or Latino
235,62a381d024a262602738ab19,6/10/2022,13:39,0:01:44,Data Analyst,Yes,53.0,Healthcare,R,0.0,6.0,5.0,6.0,0.0,2.0,Easy,Others,Male,28,United States,Masters,Hispanic or Latino
236,62a38227bae91e4b8b837235,6/10/2022,13:40,0:01:37,Data Analyst,No,137.5,Finance,Python,6.0,6.0,5.0,4.0,2.0,4.0,Easy,Remote Work,Male,26,United States,Bachelors,White or Caucasian
237,62a38489cf25554317309145,6/10/2022,13:51,0:01:40,Data Scientist,Yes,137.5,Others,Python,6.0,7.0,7.0,10.0,6.0,7.0,Neither easy nor difficult,Remote Work,Female,32,United States,Masters,White or Caucasian
238,62a384f0cec54911e9cadd6f,6/10/2022,13:52,0:02:41,Data Analyst,Yes,20.0,Others,Others,3.0,5.0,6.0,4.0,6.0,6.0,Neither easy nor difficult,Better Salary,Female,40,Others,PhD,White or Caucasian
239,62a385480f8c8599d5afa5c6,6/10/2022,13:54,0:02:38,Data Engineer,Yes,20.0,Others,Python,4.0,7.0,7.0,6.0,8.0,7.0,Neither easy nor difficult,Better Salary,Male,36,Others,Associates,Asian or Asian American
240,62a3856218134ddc75cf1ee0,6/10/2022,13:54,0:01:29,Data Analyst,Yes,75.5,Finance,Python,6.0,10.0,9.0,9.0,9.0,10.0,Difficult,Better Salary,Male,35,United States,Bachelors,Hispanic or Latino
241,62a385c40f8c8599d5afa6cf,6/10/2022,13:56,0:00:59,Data Analyst,Yes,75.5,Tech,Python,3.0,4.0,4.0,4.0,5.0,5.0,Very Difficult,Good Work/Life Balance,Male,29,United States,Masters,Asian or Asian American
242,62a385ddbae91e4b8b837855,6/10/2022,13:56,0:04:08,Data Analyst,No,53.0,Finance,Python,6.0,5.0,9.0,9.0,7.0,5.0,Neither easy nor difficult,Others,Female,25,Others,Masters,Hispanic or Latino
243,62a385e7b4da29969c6372ab,6/10/2022,13:56,0:02:05,Database Developer,Yes,53.0,Others,Python,6.0,8.0,8.0,9.0,6.0,8.0,Difficult,Remote Work,Male,29,United States,Bachelors,White or Caucasian
244,62a386dfcec54911e9cae1d3,6/10/2022,14:01,0:02:04,Data Analyst,No,95.5,Agriculture,Python,7.0,6.0,7.0,4.0,5.0,8.0,Difficult,Good Work/Life Balance,Male,26,United States,Bachelors,Black or African American
245,62a3870bbc6861bf31775841,6/10/2022,14:01,0:02:02,Data Analyst,No,20.0,Others,R,1.0,1.0,1.0,1.0,1.0,1.0,Neither easy nor difficult,Remote Work,Male,34,Others,Bachelors,Black or African American
246,62a38733f8d5efcc22f859fc,6/10/2022,14:02,0:01:27,Data Analyst,Yes,20.0,Finance,Python,5.0,2.0,5.0,4.0,3.0,5.0,Neither easy nor difficult,Good Work/Life Balance,Male,26,Others,Bachelors,White or Caucasian
247,62a387e6575fa3a5ae8940a1,6/10/2022,14:05,0:02:11,Data Analyst,No,20.0,Tech,Python,3.0,3.0,5.0,4.0,3.0,2.0,Difficult,Others,Female,22,India,Bachelors,Asian or Asian American
248,62a388d524a262602738b869,6/10/2022,14:09,0:01:40,Student/Looking/None,Yes,20.0,Construction,Python,0.0,2.0,0.0,1.0,1.0,2.0,Very Difficult,Remote Work,Female,24,Others,Bachelors,Black or African American
249,62a38975b4da29969c637830,6/10/2022,14:12,0:03:09,Data Analyst,No,20.0,Others,Python,3.0,6.0,6.0,6.0,4.0,3.0,Neither easy nor difficult,Better Salary,Male,26,Others,Bachelors,Hispanic or Latino
250,62a38985f8f756164585b89c,6/10/2022,14:12,0:03:13,Data Architect,Yes,20.0,Finance,Python,5.0,6.0,2.0,3.0,3.0,5.0,Very Difficult,Good Work/Life Balance,Female,34,Others,Masters,White or Caucasian
251,62a389b70f8c8599d5afad1a,6/10/2022,14:13,0:02:27,Data Analyst,No,20.0,Tech,Python,3.0,5.0,4.0,5.0,4.0,2.0,Neither easy nor difficult,Better Salary,Male,29,India,Bachelors,Asian or Asian American
252,62a389ed18134ddc75cf24f8,6/10/2022,14:14,0:01:27,Data Scientist,No,20.0,Tech,R,2.0,7.0,7.0,7.0,7.0,7.0,Easy,Better Salary,Male,21,Others,Bachelors,Black or African American
253,62a38a060a77c1a77f6654b7,6/10/2022,14:14,0:02:47,Others,No,20.0,Others,Python,2.0,4.0,5.0,3.0,1.0,1.0,Neither easy nor difficult,Good Work/Life Balance,Female,35,Others,Masters,White or Caucasian
254,62a38a4d575fa3a5ae8944df,6/10/2022,14:15,0:01:43,Data Analyst,No,53.0,Education,Python,7.0,7.0,8.0,8.0,6.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Male,26,United States,Bachelors,Black or African American
255,62a38a97cf25554317309af2,6/10/2022,14:16,0:01:42,Data Analyst,Yes,53.0,Others,Python,2.0,4.0,7.0,10.0,5.0,10.0,Neither easy nor difficult,Remote Work,Male,28,United States,Bachelors,White or Caucasian
256,62a38c120f8c8599d5afb0e9,6/10/2022,14:23,0:02:02,Others,No,53.0,Others,Python,1.0,5.0,5.0,1.0,0.0,3.0,Easy,Better Salary,Female,33,United States,Bachelors,White or Caucasian
257,62a38c9dbc6861bf317760c4,6/10/2022,14:25,0:01:57,Data Analyst,Yes,75.5,Others,Others,7.0,6.0,5.0,7.0,4.0,4.0,Easy,Better Salary,Female,56,United States,Bachelors,White or Caucasian
258,62a38de50f8c8599d5afb3e7,6/10/2022,14:31,0:04:30,Others,No,20.0,Others,Python,3.0,3.0,6.0,5.0,,4.0,Difficult,Good Work/Life Balance,Male,23,India,Bachelors,Asian or Asian American
259,62a3906224a262602738c58a,6/10/2022,14:41,0:01:16,Data Scientist,Yes,137.5,Healthcare,Python,4.0,5.0,5.0,5.0,4.0,5.0,Difficult,Better Salary,Male,28,United States,Masters,White or Caucasian
260,62a3907cbae91e4b8b838917,6/10/2022,14:42,0:01:44,Student/Looking/None,No,20.0,Others,JavaScript,0.0,0.0,0.0,0.0,0.0,10.0,Neither easy nor difficult,Remote Work,Male,21,Others,High School,White or Caucasian
261,62a390c0d8c00e9f541a6fd7,6/10/2022,14:43,0:02:14,Student/Looking/None,No,75.5,Others,Python,2.0,2.0,4.0,1.0,2.0,1.0,Neither easy nor difficult,Good Work/Life Balance,Male,35,United States,Masters,Black or African American
262,62a390e4f3072dd89262c0cd,6/10/2022,14:43,0:01:25,Data Analyst,No,53.0,Healthcare,Python,7.0,5.0,9.0,9.0,9.0,8.0,Neither easy nor difficult,Remote Work,Male,29,Others,Masters,Asian or Asian American
263,62a391cacf2555431730a623,6/10/2022,14:47,0:01:18,Data Analyst,No,95.5,Tech,Python,9.0,10.0,8.0,8.0,7.0,7.0,Neither easy nor difficult,Others,Female,23,United States,Bachelors,Asian or Asian American
264,62a39214f8f756164585c6b6,6/10/2022,14:48,0:03:06,Others,No,53.0,Finance,Python,3.0,3.0,3.0,0.0,0.0,1.0,Difficult,Good Work/Life Balance,Male,25,India,Bachelors,Asian or Asian American
265,62a39297b4da29969c638679,6/10/2022,14:51,0:01:36,Data Engineer,Yes,95.5,Others,Python,8.0,7.0,10.0,9.0,10.0,10.0,Easy,Better Salary,Male,27,United States,Masters,White or Caucasian
266,62a393330a77c1a77f6662e4,6/10/2022,14:53,0:01:54,Data Analyst,No,20.0,Tech,Python,3.0,8.0,7.0,5.0,8.0,7.0,Neither easy nor difficult,Better Salary,Male,22,India,Bachelors,Other (Please Specify):Indian
267,62a3944024a262602738cb07,6/10/2022,14:58,0:02:02,Data Analyst,Yes,20.0,Others,Python,6.0,3.0,5.0,7.0,5.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Male,22,India,Bachelors,Asian or Asian American
268,62a3951ed8c00e9f541a75d1,6/10/2022,15:01,0:01:41,Others,No,115.5,Others,Java,7.0,7.0,4.0,5.0,5.0,4.0,Neither easy nor difficult,Better Salary,Male,43,United States,Masters,Asian or Asian American
269,62a3958fcec54911e9caf827,6/10/2022,15:03,0:05:13,Others,Yes,20.0,Tech,Python,3.0,5.0,8.0,4.0,5.0,5.0,Difficult,Better Salary,Female,32,United States,Bachelors,Asian or Asian American
270,62a3970ebae91e4b8b839495,6/10/2022,15:10,0:01:06,Student/Looking/None,Yes,75.5,Healthcare,Others,,,,,,0.0,Difficult,Good Work/Life Balance,Female,42,United States,Masters,Asian or Asian American
271,62a3976ecf2555431730af5e,6/10/2022,15:11,0:01:40,Others,No,75.5,Others,Python,4.0,6.0,2.0,3.0,3.0,2.0,Very Difficult,Remote Work,Male,31,United States,Bachelors,Hispanic or Latino
272,62a397fb5d257a28a30e279a,6/10/2022,15:14,0:01:20,Data Engineer,No,20.0,Others,Python,0.0,10.0,10.0,5.0,0.0,3.0,Neither easy nor difficult,Better Salary,Male,25,United Kingdom,Bachelors,White or Caucasian
273,62a3980c7dc029e2d66c9a81,6/10/2022,15:14,0:01:49,Data Analyst,No,53.0,Agriculture,Others,3.0,5.0,5.0,5.0,3.0,2.0,Neither easy nor difficult,Better Salary,Female,25,United States,Masters,Asian or Asian American
274,62a3980e0f8c8599d5afc32c,6/10/2022,15:14,0:01:27,Data Analyst,Yes,115.5,Others,Others,9.0,9.0,9.0,6.0,9.0,8.0,Difficult,Good Work/Life Balance,Male,31,United States,Masters,Asian or Asian American
275,62a39a340f8c8599d5afc6ce,6/10/2022,15:23,0:01:23,Data Scientist,Yes,20.0,Education,Python,3.0,3.0,1.0,1.0,1.0,6.0,Difficult,Better Salary,Male,36,Others,Masters,White or Caucasian
276,62a39a95bc6861bf3177751d,6/10/2022,15:25,0:02:24,Others,No,53.0,Healthcare,Python,6.0,8.0,8.0,8.0,8.0,10.0,Neither easy nor difficult,Good Work/Life Balance,Female,35,Others,Masters,White or Caucasian
277,62a39b315d257a28a30e2cae,6/10/2022,15:27,0:01:40,Data Analyst,Yes,75.5,Others,R,6.0,10.0,10.0,10.0,9.0,8.0,Easy,Remote Work,Male,28,United States,Bachelors,White or Caucasian
278,62a39b6cf408bae018ede929,6/10/2022,15:28,0:01:55,Data Analyst,No,20.0,Others,Python,8.0,8.0,9.0,9.0,8.0,7.0,Neither easy nor difficult,Better Salary,Male,27,Others,Bachelors,Hispanic or Latino
279,62a39bd324a262602738d725,6/10/2022,15:30,0:01:23,Data Analyst,Yes,20.0,Others,Python,7.0,4.0,7.0,4.0,8.0,10.0,Easy,Good Work/Life Balance,Male,25,Others,Bachelors,Hispanic or Latino
280,62a39e03f408bae018eded39,6/10/2022,15:39,0:01:59,Data Analyst,No,20.0,Others,Python,6.0,6.0,10.0,8.0,6.0,8.0,Neither easy nor difficult,Better Salary,Male,25,Others,Bachelors,White or Caucasian
281,62a39e69d8c00e9f541a8358,6/10/2022,15:41,0:01:10,Others,No,53.0,Others,R,5.0,5.0,5.0,5.0,5.0,5.0,Difficult,Good Work/Life Balance,Male,22,United States,Masters,White or Caucasian
282,62a3a0bcf8f756164585daf7,6/10/2022,15:51,0:03:49,Data Analyst,Yes,53.0,Healthcare,Others,7.0,8.0,8.0,4.0,6.0,8.0,Neither easy nor difficult,Good Culture,Male,38,Others,High School,White or Caucasian
283,62a3a1a62e54c9003e53dc35,6/10/2022,15:55,0:01:47,Data Analyst,Yes,20.0,Education,Python,0.0,0.0,5.0,0.0,0.0,0.0,Difficult,Good Culture,Male,27,Others,Bachelors,Black or African American
284,62a3a231b4da29969c639b2c,6/10/2022,15:57,0:02:55,Data Analyst,Yes,95.5,Others,Others,4.0,4.0,2.0,2.0,2.0,2.0,Easy,Remote Work,Female,34,Canada,Bachelors,Black or African American
285,62a3a3800f8c8599d5afd4db,6/10/2022,16:03,0:01:45,Data Analyst,Yes,75.5,Others,Python,9.0,10.0,10.0,9.0,8.0,10.0,Difficult,Better Salary,Female,31,United States,Bachelors,White or Caucasian
286,62a3a4fdbae91e4b8b83ab6f,6/10/2022,16:09,0:03:52,Data Analyst,Yes,53.0,Tech,Python,4.0,9.0,8.0,8.0,6.0,10.0,Neither easy nor difficult,Better Salary,Female,33,Canada,Masters,Black or African American
287,62a3a7f50a77c1a77f668221,6/10/2022,16:22,0:00:59,Student/Looking/None,Yes,20.0,Tech,Python,2.0,5.0,5.0,5.0,5.0,5.0,Very Difficult,Remote Work,Male,23,United States,Bachelors,Asian or Asian American
288,62a3a90f24a262602738e800,6/10/2022,16:26,0:01:26,Data Analyst,Yes,53.0,Healthcare,Others,3.0,10.0,9.0,10.0,5.0,0.0,Neither easy nor difficult,Better Salary,Female,25,United States,Bachelors,Asian or Asian American
289,62a3a9dbd8c00e9f541a93eb,6/10/2022,16:30,0:01:54,Data Analyst,Yes,20.0,Tech,Python,4.0,4.0,4.0,5.0,2.0,1.0,Difficult,Better Salary,Male,29,Others,Masters,White or Caucasian
290,62a3aaa3cec54911e9cb1724,6/10/2022,16:33,0:02:16,Others,Yes,53.0,Healthcare,R,5.0,7.0,9.0,8.0,8.0,8.0,Neither easy nor difficult,Better Salary,Female,29,United States,Masters,Black or African American
291,62a3ab320f8c8599d5afdfa8,6/10/2022,16:36,0:01:45,Data Analyst,Yes,20.0,Tech,R,3.0,4.0,4.0,4.0,4.0,2.0,Easy,Better Salary,Male,31,India,Masters,Asian or Asian American
292,62a3abacd8c00e9f541a96eb,6/10/2022,16:38,0:01:33,Student/Looking/None,No,20.0,Real Estate,R,0.0,5.0,0.0,0.0,0.0,0.0,Very Difficult,Remote Work,Male,34,Others,High School,Black or African American
293,62a3ac4bf8f756164585ea83,6/10/2022,16:40,0:02:04,Data Analyst,Yes,20.0,Tech,Python,3.0,2.0,4.0,3.0,7.0,8.0,Easy,Good Work/Life Balance,Male,26,Others,Bachelors,Other (Please Specify):Bangladeshi
294,62a3ad35cec54911e9cb1b5c,6/10/2022,16:44,0:01:34,Others,No,95.5,Healthcare,Python,4.0,6.0,5.0,6.0,6.0,4.0,Neither easy nor difficult,Remote Work,Female,26,United States,Bachelors,White or Caucasian
295,62a3ae69bc6861bf3177900d,6/10/2022,16:49,0:02:55,Others,Yes,53.0,Others,Others,3.0,6.0,9.0,6.0,5.0,10.0,Difficult,Others,Male,27,United States,Masters,Black or African American
296,62a3af26cec54911e9cb1f3a,6/10/2022,16:52,0:01:42,Data Analyst,Yes,75.5,Others,Python,8.0,5.0,9.0,6.0,6.0,10.0,Neither easy nor difficult,Remote Work,Male,26,United States,Bachelors,White or Caucasian
297,62a3af66f8f756164585eeb8,6/10/2022,16:53,0:03:01,Student/Looking/None,Yes,20.0,Tech,Python,4.0,5.0,4.0,4.0,3.0,4.0,Very Difficult,Better Salary,Female,26,United States,Masters,Asian or Asian American
298,62a3b135b4da29969c63b1ed,6/10/2022,17:01,0:01:18,Data Analyst,Yes,53.0,Finance,R,2.0,5.0,5.0,5.0,4.0,5.0,Easy,Better Salary,Male,24,United States,Bachelors,White or Caucasian
299,62a3b255d8c00e9f541a9fd5,6/10/2022,17:06,0:02:18,Data Analyst,Yes,95.5,Others,Python,4.0,6.0,3.0,4.0,4.0,2.0,Easy,Better Salary,Female,28,Others,Masters,Other (Please Specify):Indian
300,62a3b314f408bae018ee0938,6/10/2022,17:09,0:01:18,Data Analyst,Yes,115.5,Others,R,8.0,8.0,10.0,9.0,7.0,5.0,Easy,Better Salary,Male,29,United States,Bachelors,White or Caucasian
301,62a3b3f6bc6861bf3177973b,6/10/2022,17:13,0:01:02,Data Analyst,Yes,75.5,Finance,Python,3.0,2.0,1.0,1.0,0.0,2.0,Very Difficult,Better Salary,Female,26,United States,Masters,Asian or Asian American
302,62a3ba4dbc6861bf31779f24,6/10/2022,17:40,0:01:19,Data Analyst,Yes,53.0,Others,Python,3.0,5.0,3.0,3.0,1.0,1.0,Neither easy nor difficult,Better Salary,Male,28,United Kingdom,Bachelors,White or Caucasian
303,62a3baa624a262602738ff27,6/10/2022,17:41,0:04:19,Data Analyst,No,20.0,Finance,Python,6.0,8.0,7.0,6.0,2.0,4.0,Easy,Others,Male,25,Others,Masters,White or Caucasian
304,62a3bc00d8c00e9f541aad66,6/10/2022,17:47,0:01:30,Data Analyst,Yes,75.5,Finance,R,5.0,7.0,7.0,3.0,7.0,9.0,Difficult,Better Salary,Female,26,United States,Bachelors,Asian or Asian American
305,62a3bf1b0a77c1a77f66a347,6/10/2022,18:00,0:05:36,Data Engineer,Yes,137.5,Healthcare,Python,6.0,3.0,9.0,5.0,8.0,8.0,Neither easy nor difficult,Remote Work,Female,38,United States,Masters,White or Caucasian
306,62a3c021f8f756164586043f,6/10/2022,18:05,0:02:00,Others,Yes,20.0,Others,Others,0.0,3.0,3.0,3.0,4.0,4.0,Neither easy nor difficult,Better Salary,Female,20,Others,High School,Black or African American
307,62a3c1b1bc6861bf3177aa8c,6/10/2022,18:12,0:02:04,Data Analyst,No,75.5,Education,Others,4.0,6.0,7.0,7.0,2.0,2.0,Neither easy nor difficult,Remote Work,Female,45,United States,Masters,Black or African American
308,62a3c30324a26260273909b9,6/10/2022,18:17,0:01:18,Data Analyst,No,95.5,Others,Python,5.0,3.0,5.0,6.0,6.0,4.0,Difficult,Good Work/Life Balance,Male,27,Canada,Masters,Other (Please Specify):Pakistani
309,62a3c476bc6861bf3177ad9d,6/10/2022,18:23,0:02:58,Data Analyst,Yes,53.0,Others,Python,3.0,7.0,7.0,7.0,7.0,6.0,Difficult,Good Culture,Male,28,Canada,Masters,Asian or Asian American
310,62a3c5f2cec54911e9cb3d9b,6/10/2022,18:30,0:04:30,Student/Looking/None,Yes,20.0,Others,R,2.0,10.0,10.0,10.0,10.0,3.0,Neither easy nor difficult,Remote Work,Female,29,Others,Bachelors,Other (Please Specify):Russian
311,62a3c7f1bc6861bf3177b06e,6/10/2022,18:38,0:01:57,Others,No,53.0,Tech,C/C++,7.0,7.0,7.0,7.0,7.0,7.0,Neither easy nor difficult,Better Salary,Female,43,Others,High School,Asian or Asian American
312,62a3c8652e54c9003e54103e,6/10/2022,18:40,0:02:27,Data Analyst,Yes,20.0,Finance,Python,0.0,5.0,9.0,9.0,0.0,10.0,Neither easy nor difficult,Remote Work,Male,26,Others,Bachelors,Black or African American
313,62a3ca44bae91e4b8b83dcd4,6/10/2022,18:48,0:04:17,Student/Looking/None,No,53.0,Tech,Others,7.0,8.0,7.0,7.0,8.0,7.0,Neither easy nor difficult,Others,Female,47,United States,Bachelors,Black or African American
314,62a3cafff8d5efcc22f8b5cb,6/10/2022,18:51,0:01:42,Student/Looking/None,Yes,20.0,Finance,Python,,,,8.0,10.0,10.0,Easy,Remote Work,Male,23,Others,Bachelors,Black or African American
315,62a3cbfef8d5efcc22f8b6f1,6/10/2022,18:55,0:01:20,Data Analyst,Yes,20.0,Tech,Python,0.0,1.0,1.0,1.0,1.0,2.0,Very Difficult,Better Salary,Male,25,Others,Bachelors,Other (Please Specify):Egyp
316,62a3cde8f8f7561645861366,6/10/2022,19:04,0:02:02,Others,No,20.0,Finance,Python,6.0,6.0,3.0,7.0,2.0,4.0,Very Difficult,Others,Male,32,Others,Masters,White or Caucasian
317,62a3cfed0f8c8599d5b00b12,6/10/2022,19:12,0:01:09,Data Analyst,Yes,20.0,Finance,Python,1.0,10.0,10.0,5.0,3.0,1.0,Neither easy nor difficult,Better Salary,Female,25,United States,Bachelors,White or Caucasian
318,62a3d21ef3072dd8926314d1,6/10/2022,19:22,0:02:40,Data Analyst,No,20.0,Finance,Python,1.0,2.0,10.0,1.0,2.0,8.0,Difficult,Remote Work,Female,29,Others,Bachelors,Hispanic or Latino
319,62a3d37c0a77c1a77f66bc0e,6/10/2022,19:27,0:01:11,Data Analyst,No,53.0,Healthcare,Others,3.0,7.0,5.0,5.0,3.0,3.0,Neither easy nor difficult,Better Salary,Female,33,United States,Bachelors,Asian or Asian American
320,62a3d8dbf8f7561645861f9d,6/10/2022,19:50,0:04:51,Data Analyst,No,115.5,Education,Python,6.0,10.0,10.0,10.0,7.0,6.0,Easy,Others,Male,36,United States,Masters,Asian or Asian American
321,62a3d9697dc029e2d66cf087,6/10/2022,19:53,0:01:32,Data Analyst,Yes,53.0,Healthcare,Python,4.0,10.0,9.0,3.0,0.0,10.0,Difficult,Good Work/Life Balance,Male,25,United States,Bachelors,White or Caucasian
322,62a3dac9f3072dd892631e12,6/10/2022,19:59,0:03:19,Data Scientist,No,187.5,Others,Python,8.0,7.0,8.0,7.0,7.0,8.0,Neither easy nor difficult,Good Work/Life Balance,Male,38,United States,Masters,White or Caucasian
323,62a3dc3ab4da29969c63e3d7,6/10/2022,20:05,0:03:42,Data Analyst,Yes,75.5,Others,R,3.0,2.0,6.0,6.0,5.0,4.0,Difficult,Good Work/Life Balance,Male,30,United States,Masters,Other (Please Specify):Half black and half white
324,62a3e2abf8f75616458628d1,6/10/2022,20:32,0:01:48,Data Analyst,Yes,53.0,Tech,Python,3.0,5.0,6.0,6.0,6.0,7.0,Difficult,Good Culture,Male,35,United States,Masters,Black or African American
325,62a3e32bd8c00e9f541ad5f0,6/10/2022,20:34,0:01:44,Others,No,53.0,Education,Others,0.0,1.0,10.0,5.0,0.0,0.0,Difficult,Better Salary,Female,42,United States,Bachelors,White or Caucasian
326,62a3ecf7bc6861bf3177d5c2,6/10/2022,21:16,0:01:40,Data Analyst,Yes,75.5,Healthcare,Python,3.0,5.0,4.0,6.0,4.0,6.0,Easy,Remote Work,Male,30,United States,Masters,White or Caucasian
327,62a3eea9bae91e4b8b8401a4,6/10/2022,21:23,0:01:57,Student/Looking/None,Yes,20.0,Others,Python,0.0,0.0,0.0,0.0,0.0,4.0,Very Difficult,Better Salary,Female,25,Others,Bachelors,Black or African American
328,62a3f39df8d5efcc22f8ddc2,6/10/2022,21:45,1:09:45,Data Analyst,No,95.5,Healthcare,Python,5.0,9.0,5.0,2.0,5.0,1.0,Difficult,Good Culture,Female,28,United States,Bachelors,Asian or Asian American
329,62a3f6a25d257a28a30e9d02,6/10/2022,21:57,0:04:54,Data Analyst,Yes,20.0,Others,Python,5.0,10.0,8.0,5.0,7.0,10.0,Very Difficult,Others,Male,28,Canada,Bachelors,Asian or Asian American
330,62a3f6d9bae91e4b8b8408ca,6/10/2022,21:58,0:00:59,Student/Looking/None,No,20.0,Others,Others,0.0,0.0,0.0,0.0,0.0,0.0,Neither easy nor difficult,Better Salary,Male,20,Others,High School,Asian or Asian American
331,62a3fc7c7dc029e2d66d10e8,6/10/2022,22:22,0:02:26,Data Analyst,Yes,115.5,Construction,Others,7.0,8.0,7.0,7.0,10.0,10.0,Easy,Good Culture,Male,33,United States,Masters,Hispanic or Latino
332,62a3fe0d5d257a28a30ea3c8,6/10/2022,22:29,0:12:09,Data Analyst,No,75.5,Tech,Python,8.0,6.0,7.0,7.0,8.0,8.0,Easy,Better Salary,Male,23,United States,Associates,White or Caucasian
333,62a3fea50a77c1a77f66e41b,6/10/2022,22:32,0:00:43,Data Analyst,Yes,20.0,Healthcare,R,4.0,5.0,7.0,7.0,5.0,7.0,Neither easy nor difficult,Better Salary,Female,35,Others,Bachelors,Hispanic or Latino
334,62a40276bc6861bf3177e6fd,6/10/2022,22:48,0:04:01,Student/Looking/None,Yes,20.0,Others,Python,2.0,2.0,3.0,3.0,2.0,3.0,Difficult,Good Work/Life Balance,Male,22,India,Bachelors,Asian or Asian American
335,62a403bbf8d5efcc22f8eb18,6/10/2022,22:53,0:02:40,Data Analyst,Yes,20.0,Tech,Python,5.0,10.0,5.0,6.0,6.0,8.0,Very Difficult,Better Salary,Male,33,India,Bachelors,Asian or Asian American
336,62a403d30f8c8599d5b03d65,6/10/2022,22:54,0:00:59,Data Engineer,No,20.0,Real Estate,Python,1.0,7.0,7.0,7.0,1.0,2.0,Very Easy,Better Salary,Male,22,United States,Bachelors,White or Caucasian
337,62a4044acf25554317312a81,6/10/2022,22:56,0:03:27,Data Analyst,Yes,95.5,Others,R,7.0,8.0,8.0,7.0,5.0,9.0,Neither easy nor difficult,Remote Work,Male,35,United States,Bachelors,White or Caucasian
338,62a4061bf408bae018ee5deb,6/10/2022,23:03,0:02:55,Data Analyst,Yes,75.5,Agriculture,Others,8.0,5.0,6.0,4.0,4.0,8.0,Easy,Good Work/Life Balance,Female,37,United States,Masters,White or Caucasian
339,62a40726575fa3a5ae89d990,6/10/2022,23:08,0:00:51,Student/Looking/None,Yes,20.0,Finance,Python,4.0,,,,,,Very Easy,Better Salary,Male,22,United States,Associates,Other (Please Specify):7
340,62a4098124a2626027394ddc,6/10/2022,23:18,0:02:12,Data Analyst,Yes,75.5,Healthcare,Python,10.0,10.0,10.0,7.0,10.0,10.0,Neither easy nor difficult,Better Salary,Male,36,United States,Masters,White or Caucasian
341,62a40c99575fa3a5ae89de4b,6/10/2022,23:31,0:02:29,Data Scientist,Yes,95.5,Others,Python,6.0,5.0,8.0,8.0,7.0,9.0,Easy,Good Work/Life Balance,Male,26,India,Bachelors,Hispanic or Latino
342,62a40d86d8c00e9f541afb5e,6/10/2022,23:35,0:05:15,Data Analyst,Yes,20.0,Others,R,3.0,2.0,6.0,5.0,5.0,6.0,Neither easy nor difficult,Good Culture,Female,25,Others,Bachelors,Asian or Asian American
343,62a40da3cf255543173132e2,6/10/2022,23:36,0:02:55,Data Analyst,Yes,53.0,Others,R,4.0,6.0,6.0,5.0,5.0,6.0,Neither easy nor difficult,Remote Work,Female,34,United States,High School,White or Caucasian
344,62a40dfa5d257a28a30eb110,6/10/2022,23:37,0:02:58,Data Analyst,Yes,20.0,Others,Python,4.0,8.0,8.0,8.0,7.0,8.0,Difficult,Remote Work,Male,33,Others,Bachelors,Hispanic or Latino
345,62a410b5cec54911e9cb8262,6/10/2022,23:49,0:02:00,Student/Looking/None,No,53.0,Others,Python,0.0,4.0,0.0,1.0,4.0,2.0,Very Difficult,Good Work/Life Balance,Male,37,United States,Bachelors,White or Caucasian
346,62a41135bc6861bf3177f3d8,6/10/2022,23:51,0:01:27,Data Analyst,No,75.5,Others,Python,5.0,5.0,7.0,6.0,4.0,6.0,Very Easy,Better Salary,Female,54,United States,High School,White or Caucasian
347,62a41795cec54911e9cb8854,6/11/2022,0:18,0:00:59,Data Analyst,Yes,20.0,Finance,Python,2.0,,,,,,Very Easy,Better Salary,Male,26,India,Bachelors,Asian or Asian American
